,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000267100,2648.2001450737603,-0.5147979414219451,0.11793033108376458,-4.365271738754723,1.2696482338820067e-05,0.00045289281513474024
ENSG00000160305,1349.4800349134762,-0.5549236223676454,0.12732005312208422,-4.358493487554094,1.3096081873188674e-05,0.00046572692375777353
ENSG00000180385,1076.5412913921,-0.6456711028806328,0.14817972405765575,-4.357351229979389,1.3164592109803147e-05,0.0004667446293475661
ENSG00000172687,565.4745250813974,-0.714621690294076,0.16403826227648974,-4.356432946659524,1.3219916628914646e-05,0.0004672901044057443
ENSG00000271303,2205.8459673940965,0.541979425390984,0.12445069831429544,4.354972955010954,1.3308334792513784e-05,0.00046899854539882917
ENSG00000101955,849.2479180606746,0.7172375944640504,0.16479482023175715,4.352306665072192,1.3471265124097676e-05,0.0004733147205764049
ENSG00000120129,328.15298120703505,0.8809410410885629,0.20246749658720692,4.351024514737967,1.3550289973133362e-05,0.00047466584636425254
ENSG00000186532,1410.2865952417103,-0.5609939232476466,0.12899268333024133,-4.349036772972735,1.3673678490836239e-05,0.00047694469990810395
ENSG00000122861,5662.436897756921,0.5884338557806594,0.13531367734872463,4.348665022709957,1.3696873433258371e-05,0.00047694469990810395
ENSG00000141258,1230.9976815327182,-0.6663132280841125,0.15337774541420274,-4.344262763054099,1.3974416865619498e-05,0.000485165214622398
ENSG00000142279,1182.9889702543956,0.5860382337294081,0.1349909563514727,4.341314778180802,1.4163264469767829e-05,0.0004902668470304248
ENSG00000170571,770.6260126197242,0.6610546459547588,0.15230021728382762,4.340470800004266,1.4217776204233588e-05,0.0004907020105885929
ENSG00000138279,829.1532136201967,0.6308740270874876,0.14544072246200498,4.337671158449433,1.440003870119164e-05,0.000494077574205109
ENSG00000058085,538.5794872034165,0.7039131298636481,0.16234727502107052,4.335848136485749,1.451991676544961e-05,0.0004967339946074866
ENSG00000138448,1607.6927324600108,0.5543092352048848,0.12792374861999617,4.333122201191022,1.470094544510542e-05,0.0005014608213053453
