,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000157601,11410.19609043036,3.8882339010632823,0.1395627136623819,-27.860119648213225,8.122562254085406e-171,6.952405629356226e-168
ENSG00000117228,3356.1745286555083,4.536264747480066,0.16289030353121278,-27.84858674298458,1.1204329333474068e-170,9.026075895407492e-168
ENSG00000181381,3503.433081030855,4.046134683712301,0.14639313675245616,-27.638827703747634,3.8021985291178306e-168,2.892839380903816e-165
ENSG00000121858,9803.259757349457,3.702538594329273,0.1357733578448441,-27.269993562068144,9.628835332523375e-164,6.940363151521454e-161
ENSG00000107201,4945.689026028435,3.725740232037475,0.13720303542064538,-27.15494027238446,2.2137602854471085e-162,1.5158723554599076e-159
ENSG00000130589,8725.04919753695,3.483267872578655,0.12895768993594972,-27.010935713168504,1.09953976747508e-160,7.170570055033914e-158
ENSG00000134326,1533.47851061089,4.836217684996912,0.17934383235623405,-26.96617787998776,3.6858269122639106e-160,2.2944272528842844e-157
ENSG00000089127,6003.123362296731,3.5178681475696987,0.13155560528811192,-26.7405416885539,1.5907552206163836e-157,9.47190988971364e-155
ENSG00000136244,1772.2283880659368,4.292248220429522,0.16102983922716585,-26.65498668463811,1.5666612465115563e-156,8.939760737906568e-154
ENSG00000010030,1044.8705462239434,6.166902085539886,0.23195839966460224,-26.586241733245494,9.791892523485847e-156,5.363998724365546e-153
ENSG00000133106,1423.1331426795618,4.564637641562428,0.17387889109199575,-26.251821672519018,6.81339833292928e-152,3.5888265449794806e-149
ENSG00000185885,2536.7175364637856,3.5295140514780883,0.1383138276802582,-25.51815758896724,1.239581082803688e-143,6.287430714443151e-141
